==== HIVE-21344 ====
2	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/ParquetRecordReaderBase.java
==== HIVE-22841 ====
0	True	service/src/java/org/apache/hive/service/cli/thrift/ThriftHttpServlet.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazySerDeParameters.java
2	False	service/src/java/org/apache/hive/service/auth/HttpAuthUtils.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/binarysortable/fast/BinarySortableSerializeWrite.java
4	False	common/src/java/org/apache/hadoop/hive/common/metrics/common/MetricsVariable.java
==== HIVE-22844 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22853 ====
0	True	beeline/src/java/org/apache/hive/beeline/BeeLine.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/WriteEntity.java
3	False	jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
4	False	common/src/java/org/apache/hadoop/hive/common/metrics/common/MetricsVariable.java
==== HIVE-22856 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/filesink/VectorFileSinkArrowOperator.java
1	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/api/impl/LlapRecordReader.java
2	True	llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapArrowBatchRecordReader.java
3	False	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizedRowBatch.java
4	False	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/LongColumnVector.java
==== HIVE-22863 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcSplit.java
2	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/SparkJobMonitor.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
==== HIVE-22870 ====
0	False	beeline/src/main/resources/BeeLine.properties
1	False	beeline/src/java/org/apache/hive/beeline/BeeLine.java
2	False	beeline/src/java/org/apache/hive/beeline/Commands.java
3	False	jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
==== HIVE-22877 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/binarysortable/BinarySortableSerDe.java
1	False	storage-api/src/java/org/apache/hadoop/hive/ql/exec/vector/DoubleColumnVector.java
2	False	common/src/java/org/apache/hadoop/hive/common/metrics/metrics2/Metrics2Reporter.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazyHiveDecimal.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNegative.java
==== HIVE-22880 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRawRecordMerger.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/SelfDescribingInputFormatInterface.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcNewSplit.java
==== HIVE-22889 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/tools/KeyValueInputMerger.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/lib/LevelOrderWalker.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/KryoSerializer.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/spark/SparkSMBMapJoinInfo.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
==== HIVE-22890 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/repl/bootstrap/events/BootstrapEvent.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/parse/repl/dump/events/CreateFunctionHandler.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Registry.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFFirstValue.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
==== HIVE-22892 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
1	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
3	False	hbase-handler/src/java/org/apache/hadoop/hive/hbase/HBaseLazyObjectFactory.java
4	False	cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java
==== HIVE-22896 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/HashTableLoader.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastLongHashMultiSet.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastBytesHashMultiSet.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastLongHashSet.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastHashMultiSet.java
==== HIVE-22898 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/io/SelfDescribingInputFormatInterface.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/api/impl/LlapRecordReader.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcOutputFormat.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorMR.java
==== HIVE-22901 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/processors/CompileProcessor.java
1	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
2	False	common/src/java/org/apache/hadoop/hive/conf/VariableSubstitution.java
3	False	beeline/src/java/org/apache/hive/beeline/hs2connection/BeelineSiteParseException.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/processors/SetProcessor.java
==== HIVE-22903 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/ptf/VectorPTFEvaluatorLongFirstValue.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Operator.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/HashTableSinkOperator.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFDateDiffColCol.java
==== HIVE-22904 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/SparkJobMonitor.java
1	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
2	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnUtils.java
3	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/AcidEventListener.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/CompactionInfo.java
==== HIVE-22905 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbLockManager.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/ddl/table/lock/LockTableDesc.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/HiveOperation.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/zookeeper/ZooKeeperHiveLockManager.java
==== HIVE-22908 ====
0	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java
1	False	llap-client/src/java/org/apache/hadoop/hive/llap/LlapBaseRecordReader.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/HiveSparkClientFactory.java
4	False	llap-client/src/java/org/apache/hadoop/hive/registry/ServiceInstanceStateChangeListener.java
==== HIVE-22920 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/EmbeddedLockManager.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFDate.java
2	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/IMetaStoreSchemaInfo.java
3	False	jdbc-handler/src/main/java/org/apache/hive/storage/jdbc/conf/DatabaseType.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MapWork.java
==== HIVE-22922 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/HiveSparkClientFactory.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/SparkTask.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/ContainerRunnerImpl.java
3	False	service/src/java/org/apache/hive/service/server/HiveServer2.java
4	False	spark-client/src/main/java/org/apache/hive/spark/client/rpc/Rpc.java
==== HIVE-22925 ====
0	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/Reader.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPMod.java
4	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/MemoryDecider.java
==== HIVE-22926 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22927 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-22931 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/CastDecimalToBoolean.java
2	False	spark-client/src/main/java/org/apache/hive/spark/client/metrics/Metrics.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/SessionHiveMetaStoreClient.java
4	False	common/src/java/org/apache/hadoop/hive/common/type/UnsignedInt128.java
==== HIVE-22933 ====
0	False	druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidRecordWriter.java
1	False	druid-handler/src/java/org/apache/hadoop/hive/druid/security/RetryResponseHolder.java
2	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
3	False	common/src/java/org/apache/hive/common/util/TimestampParser.java
4	False	shims/common/src/main/java/org/apache/hadoop/hive/io/HiveIOExceptionHandlerUtil.java
==== HIVE-22934 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/PhysicalOptimizer.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
3	False	common/src/java/org/apache/hive/common/util/FixedSizedObjectPool.java
4	False	service/src/java/org/apache/hive/service/cli/operation/OperationManager.java
==== HIVE-22937 ====
0	False	llap-common/src/java/org/apache/hadoop/hive/llap/FieldDesc.java
1	False	llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/FunctionLocalizer.java
3	False	llap-client/src/java/org/apache/hadoop/hive/registry/ServiceInstanceStateChangeListener.java
4	False	llap-client/src/java/org/apache/hadoop/hive/llap/LlapBaseRecordReader.java
==== HIVE-22941 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/StreamingOutputFormat.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/SelfDescribingInputFormatInterface.java
4	False	ql/src/java/org/apache/hadoop/hive/llap/LlapOutputFormatService.java
==== HIVE-22945 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/UpdateDeleteSemanticAnalyzer.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/SkippingTextInputFormat.java
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
==== HIVE-22948 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FileSinkOperator.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/spark/SparkSMBJoinHintOptimizer.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/security/authorization/command/CommandAuthorizerV2.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/MinorQueryCompactor.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/security/authorization/StorageBasedAuthorizationProvider.java
==== HIVE-22951 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	True	pom.xml
2	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
3	False	packaging/pom.xml
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/CastStringToLong.java
==== HIVE-22955 ====
0	True	upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/PreUpgradeTool.java
1	False	upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/RunOptions.java
2	False	upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/CloseableThreadLocal.java
3	False	upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/CompactionMetaInfo.java
4	False	upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/CompactTablesState.java
==== HIVE-22967 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPNegative.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/plan/ExprNodeConstantDesc.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/MapOperator.java
4	False	accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/LazyAccumuloRow.java
==== HIVE-22972 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/NullStructSerDe.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUtils.java
4	True	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
==== HIVE-22973 ====
0	False	llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapArrowBatchRecordReader.java
1	True	llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapArrowRowRecordReader.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/cache/results/QueryResultsCache.java
3	False	ql/src/java/org/apache/hadoop/hive/llap/WritableByteChannelAdapter.java
4	False	llap-ext-client/src/java/org/apache/hadoop/hive/llap/LlapArrowRowInputFormat.java
==== HIVE-22976 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/MetaStoreSchemaInfo.java
1	False	metastore/scripts/upgrade/postgres/hive-schema-0.13.0.postgres.sql
2	False	metastore/scripts/upgrade/derby/upgrade-0.12.0-to-0.13.0.derby.sql
3	False	metastore/scripts/upgrade/oracle/upgrade-0.12.0-to-0.13.0.oracle.sql
4	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
==== HIVE-22978 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveTypeSystemImpl.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFLastValue.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/PTFTranslator.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/Reader.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/binarysortable/BinarySortableSerDe.java
==== HIVE-22981 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/MetastoreDefaultTransformer.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
3	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/LlapDaemon.java
==== HIVE-22982 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/io/CombineHiveInputFormat.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MapWork.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
3	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
4	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
==== HIVE-22985 ====
0	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
2	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/SparkJobMonitor.java
4	False	storage-api/src/java/org/apache/hadoop/hive/common/ValidTxnList.java
==== HIVE-22987 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StringScalarConcatStringGroupCol.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/VectorUDFYearString.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/DynamicValueVectorExpression.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/StringGroupConcatColCol.java
4	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/primitive/AbstractPrimitiveObjectInspector.java
==== HIVE-22988 ====
0	True	llap-client/src/java/org/apache/hadoop/hive/llap/registry/ServiceRegistry.java
1	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/AMReporter.java
